Entry	Gene names	Annotation	Mass
Q15365	PCBP1	5 out of 5	37,498
Q9Y5I2	PCDHA10 CNRS8	5 out of 5	102,875
Q9Y5I1	PCDHA11 CNRS7	4 out of 5	103,298
Q9Y5F3	PCDHB1	4 out of 5	90,491
P57723	PCBP4	3 out of 5	41,482
Q9Y5E6	PCDHB3	4 out of 5	86,773
Q9Y5E3	PCDHB6	4 out of 5	87,350
Q9UN67	PCDHB10 UNQ1906/PRO4352	4 out of 5	87,621
P40426	PBX3	5 out of 5	47,190
Q9Y5H9	PCDHA2	5 out of 5	102,063
Q9H158	PCDHAC1	4 out of 5	103,942
Q9Y5I4	PCDHAC2	4 out of 5	109,450
Q9Y5H0	PCDHGA3	4 out of 5	100,971
Q9Y5G7	PCDHGA6	3 out of 5	100,871
Q9Y5G6	PCDHGA7	3 out of 5	101,722
Q9Y5G5	PCDHGA8 KIAA0327	4 out of 5	101,480
O60330	PCDHGA12 CDH21 FIB3 KIAA0588 UNQ371/PRO707	4 out of 5	100,955
Q9Y5G3	PCDHGB1	3 out of 5	100,360
Q8NF37	LPCAT1 AYTL2 PFAAP3	5 out of 5	59,151
Q9Y5F8	PCDHGB7	3 out of 5	100,974
Q9UN70	PCDHGC3 PCDH2	4 out of 5	101,077
O95206	PCDH8	5 out of 5	113,019
Q9HC56	PCDH9	3 out of 5	136,064
P35227	PCGF2 MEL18 RNF110 ZNF144	5 out of 5	37,788
Q9H4Z3	PCIF1 C20orf67	4 out of 5	80,670
Q8WW12	PCNP	5 out of 5	18,925
P48539	PCP4 PEP19	5 out of 5	6,791
Q9UHG3	PCYOX1 KIAA0908 PCL1 UNQ597/PRO1183	5 out of 5	56,640
Q9BQI7	PSD2 EFA6C	4 out of 5	84,660
Q8NBM8	PCYOX1L PSEC0105	4 out of 5	54,646
Q9NYI0	PSD3 EFA6D EFA6R HCA67 KIAA0942	4 out of 5	116,034
Q9Y5Y4	PTGDR2 CRTH2 DL1R GPR44	5 out of 5	43,268
Q9BRP1	PDCD2L	2 out of 5	39,417
Q9Y233	PDE10A	5 out of 5	88,412
Q8WUM4	PDCD6IP AIP1 ALIX KIAA1375	5 out of 5	96,023
Q6L8Q7	PDE12	5 out of 5	67,352
O43924	PDE6D PDED	5 out of 5	17,420
Q13946	PDE7A	5 out of 5	55,505
Q15084	PDIA6 ERP5 P5 TXNDC7	5 out of 5	48,121
P07237	P4HB ERBA2L PDI PDIA1 PO4DB	5 out of 5	57,116
P30101	PDIA3 ERP57 ERP60 GRP58	5 out of 5	56,782
Q15120	PDK3 PDHK3	5 out of 5	46,939
O00151	PDLIM1 CLIM1 CLP36	5 out of 5	36,072
Q96JY6	PDLIM2 PP6345	5 out of 5	37,459
Q8NCN5	PDPR KIAA1990	3 out of 5	99,364
Q9NR12	PDLIM7 ENIGMA	5 out of 5	49,845
Q9P0J1	PDP1 PDP PPM2C	5 out of 5	61,054
Q9BRX5	GINS3 PSF3	5 out of 5	24,535
Q9UQ72	PSG11 PSG13 PSG14	4 out of 5	37,146
Q00887	PSG9 PSG11	4 out of 5	48,272
Q6P996	PDXDC1 KIAA0251	4 out of 5	86,707
Q16401	PSMD5 KIAA0072	5 out of 5	56,196
Q86UW1	SLC51A OSTA	5 out of 5	37,735
Q86UW2	SLC51B OSTB	5 out of 5	14,346
P04637	TP53 P53	5 out of 5	43,653
P28070	PSMB4 PROS26	5 out of 5	29,204
P0C869	PLA2G4B	5 out of 5	87,978
P39877	PLA2G5	5 out of 5	15,674
P14555	PLA2G2A PLA2B PLA2L RASF-A	5 out of 5	16,083
Q9NZK7	PLA2G2E	5 out of 5	15,989
O15496	PLA2G10	5 out of 5	18,153
Q9NZ20	PLA2G3	5 out of 5	57,167
Q13093	PLA2G7 PAFAH	5 out of 5	50,077
P0DN26	PPIAL4F	2 out of 5	18,197
Q86YC2	PALB2 FANCN	5 out of 5	131,295
Q8WX93	PALLD KIAA0992 CGI-151	5 out of 5	150,564
P05121	SERPINE1 PAI1 PLANH1	5 out of 5	45,060
Q9NP74	PALMD C1orf11 PALML	4 out of 5	62,758
Q9H074	PAIP1	5 out of 5	53,525
Q9Y536	PPIAL4A COAS2 PPIAL4B	3 out of 5	18,182
P40424	PBX1 PRL	5 out of 5	46,626
P40425	PBX2 G17	5 out of 5	45,881
Q15366	PCBP2	5 out of 5	38,580
P57721	PCBP3 PCBP3-OT1 PCBP3OT	4 out of 5	39,465
Q9Y5E7	PCDHB2	4 out of 5	87,254
O14917	PCDH17 PCDH68 PCH68	5 out of 5	126,229
Q9Y5E1	PCDHB9 PCDH3H	4 out of 5	87,099
Q9Y5F2	PCDHB11	4 out of 5	87,088
P16499	PDE6A PDEA	5 out of 5	99,547
O95263	PDE8B PIG22	5 out of 5	98,979
Q15116	PDCD1 PD1	5 out of 5	31,647
Q9BY77	POLDIP3 KIAA1649 PDIP46	5 out of 5	46,089
Q14691	GINS1 KIAA0186 PSF1	5 out of 5	22,988
P11464	PSG1 B1G1 PSBG1 PSGGA	5 out of 5	47,223
P11465	PSG2 PSBG2	3 out of 5	37,216
Q00888	PSG4 CGM4 PSG9	4 out of 5	47,113
Q15238	PSG5	3 out of 5	37,713
Q00889	PSG6 CGM3 PSG10 PSG12 PSGGB	5 out of 5	48,814
Q13046	PSG7	3 out of 5	47,027
Q9UQ74	PSG8	3 out of 5	47,772
Q8TAA3	PSMA8 PSMA7L	5 out of 5	28,530
Q15008	PSMD6 KIAA0107 PFAAP4	5 out of 5	45,531
P48556	PSMD8	5 out of 5	39,612
Q8WXF1	PSPC1 PSP1	5 out of 5	58,744
P11686	SFTPC SFTP2	5 out of 5	21,053
O15018	PDZD2 AIPC KIAA0300 PDZK3	5 out of 5	301,641
Q6ZS72	PEAK3 C19orf35	1 out of 5	50,509
P30086	PEBP1 PBP PEBP	5 out of 5	21,057
Q96S96	PEBP4 CORK1 UNQ1933/PRO4408	4 out of 5	25,733
Q13951	CBFB	5 out of 5	21,508
Q9BY49	PECR SDR29C1 PRO1004	5 out of 5	32,544
Q9H1Q7	PCED1A C20orf81 FAM113A	3 out of 5	51,782
Q96HM7	PCED1B FAM113B	2 out of 5	49,727
Q9UBV8	PEF1 ABP32 UNQ1845/PRO3573	5 out of 5	30,381
P34995	PTGER1	5 out of 5	41,801
P43116	PTGER2	4 out of 5	39,761
P43115	PTGER3	5 out of 5	43,310
Q8N2H9	PELI3	5 out of 5	50,755
P0DJD8	PGA3	5 out of 5	41,976
P0DJD7	PGA4	5 out of 5	41,977
Q6ISU1	PTCRA	5 out of 5	29,266
O15534	PER1 KIAA0482 PER RIGUI	5 out of 5	136,212
P22079	LPO SAPX	5 out of 5	80,288
Q5SV97	PERM1 C1orf170	3 out of 5	81,351
P05164	MPO	5 out of 5	83,869
O15055	PER2 KIAA0347	5 out of 5	136,579
P41222	PTGDS PDS	5 out of 5	21,029
P56645	PER3 GIG13	5 out of 5	131,888
Q8N4Q0	ZADH2 PTGR3	4 out of 5	40,140
P12272	PTHLH PTHRP	5 out of 5	20,194
O00628	PEX7 PTS2R	5 out of 5	35,892
Q9NQP4	PFDN4 PFD4	5 out of 5	15,314
O76083	PDE9A	5 out of 5	68,493
Q8N807	PDILT	5 out of 5	66,657
Q53EL6	PDCD4 H731	5 out of 5	51,735
Q8N165	PDIK1L CLIK1L	4 out of 5	38,546
Q9GZP0	PDGFD IEGF SCDGFB MSTP036 UNQ1899/PRO4345	5 out of 5	42,848
Q8N8D1	PDCD7	3 out of 5	54,700
O75475	PSIP1 DFS70 LEDGF PSIP2	5 out of 5	60,103
Q99460	PSMD1	5 out of 5	105,836
O43242	PSMD3	5 out of 5	60,978
P55036	PSMD4 MCB1	5 out of 5	40,737
Q13113	PDZK1IP1 MAP17	3 out of 5	12,227
A8MUH7	PDZK1P1 PDZK1P2	2 out of 5	44,056
Q76G19	PDZD4 KIAA1444 PDZK4 PDZRN4L	3 out of 5	86,171
Q9H5P4	PDZD7 PDZK7	5 out of 5	55,677
Q5VY43	PEAR1 MEGF12	5 out of 5	110,666
Q9GZU2	PEG3 KIAA0287 ZSCAN24	5 out of 5	180,827
P35408	PTGER4 PTGER2	5 out of 5	53,119
O60437	PPL KIAA0568	5 out of 5	204,747
P06454	PTMA TMSA	5 out of 5	12,203
Q06124	PTPN11 PTP2C SHPTP2	5 out of 5	68,436
Q99952	PTPN18 BDP1	5 out of 5	50,482
P17706	PTPN2 PTPT	5 out of 5	48,473
P54829	PTPN5	5 out of 5	63,538
P21246	PTN HBNF1 NEGF1	5 out of 5	18,942
Q86YD1	PTOV1 ACID2 PP642 UNQ6127/PRO20092	5 out of 5	46,869
Q9UHJ9	PGAP2 FRAG1	5 out of 5	29,400
Q96FM1	PGAP3 CAB2 PERLD1 UNQ546/PRO1100	5 out of 5	36,475
Q96JS3	PGBD1 hucep-4	5 out of 5	92,515
P98160	HSPG2	5 out of 5	468,830
Q96GW7	BCAN BEHAB CSPG7 UNQ2525/PRO6018	5 out of 5	99,118
Q15257	PTPA PPP2R4	5 out of 5	40,668
P09619	PDGFRB PDGFR PDGFR1	5 out of 5	123,968
Q32M88	PGGHG ATHL1	5 out of 5	80,655
P18433	PTPRA PTPA PTPRL2	5 out of 5	90,719
P23469	PTPRE	5 out of 5	80,642
P10586	PTPRF LAR	5 out of 5	212,879
P23470	PTPRG PTPG	5 out of 5	162,003
Q15262	PTPRK PTPK	5 out of 5	162,102
Q16849	PTPRN ICA3 ICA512	5 out of 5	105,848
Q16827	PTPRO GLEPP1 PTPU2	5 out of 5	138,344
Q9UMZ3	PTPRQ	5 out of 5	260,924
Q03393	PTS	5 out of 5	16,386
Q96G03	PGM2 MSTP006	5 out of 5	68,283
Q96P68	OXGR1 GPR80 GPR99 P2RY15 P2Y15	4 out of 5	38,251
O14753	OVOL1	3 out of 5	30,259
O00110	OVOL3	2 out of 5	23,826
A8CG34	POM121C	5 out of 5	125,092
Q96DU9	PABPC5 PABP5	3 out of 5	43,331
P0CB38	PABPC4L	3 out of 5	41,854
Q7Z2X7	PAGE2 GAGEC2 GAGEE2	2 out of 5	12,090
Q86VP3	PACS2 KIAA0602 PACS1L	5 out of 5	97,702
Q9ULE6	PALD1 KIAA1274 PALD	4 out of 5	96,754
Q8NC51	SERBP1 PAIRBP1 CGI-55	5 out of 5	44,965
Q96RD6	PANX2	4 out of 5	74,447
Q8TE04	PANK1 PANK	5 out of 5	64,339
Q6QHF9	PAOX PAO UNQ1923/PRO4398	5 out of 5	70,290
Q5JQF8	PABPC1L2A PABPC1L2 RBM32A; PABPC1L2B PABPC1L2 RBM32B	3 out of 5	22,799
Q9NRJ5	PAPOLB PAPT	4 out of 5	71,681
Q13219	PAPPA	5 out of 5	180,973
Q9BXP8	PAPPA2 PLAC3	5 out of 5	198,539
O43252	PAPSS1 ATPSK1 PAPSS	5 out of 5	70,833
Q9HBI0	PARVG	5 out of 5	37,485
O95453	PARN DAN	5 out of 5	73,451
Q9HBE1	PATZ1 PATZ RIAZ ZBTB19 ZNF278 ZSG	5 out of 5	74,060
Q9Y6F1	PARP3 ADPRT3 ADPRTL3	5 out of 5	60,089
P49023	PXN	5 out of 5	64,505
Q06710	PAX8	5 out of 5	48,218
O00408	PDE2A	5 out of 5	105,717
Q9NP56	PDE7B	5 out of 5	51,835
P35913	PDE6B PDEB	5 out of 5	98,336
P51160	PDE6C PDEA2	5 out of 5	99,147
P01127	PDGFB PDGF2 SIS	5 out of 5	27,283
Q16342	PDCD2 RP8 ZMYND7	5 out of 5	38,592
O75340	PDCD6 ALG2	5 out of 5	21,868
Q13087	PDIA2 PDIP	5 out of 5	58,206
Q29RF7	PDS5A KIAA0648 PDS5 PIG54	5 out of 5	150,830
P52945	PDX1 IPF1 STF1	5 out of 5	30,771
Q9Y248	GINS2 PSF2 CGI-122 DC5 HSPC037	5 out of 5	21,428
Q16557	PSG3	3 out of 5	47,945
Q13200	PSMD2 TRAP2	5 out of 5	100,200
O15172	PSPHP1 CO9 PSPHL	2 out of 5	7,804
O60542	PSPN	4 out of 5	16,600
Q9NZ53	PODXL2 UNQ1861/PRO3742	5 out of 5	65,076
P01213	PDYN	5 out of 5	28,385
Q9NZ42	PSENEN PEN2 MDS033	5 out of 5	12,029
Q5VVQ6	YOD1 DUBA8 HIN7 OTUD2 PRO0907	5 out of 5	38,322
Q6IE37	OVOS1	2 out of 5	134,499
Q6IE36	OVOS2	3 out of 5	161,251
Q9H0X9	OSBPL5 KIAA1534 OBPH1 ORP5	5 out of 5	98,616
Q96HA1	POM121 KIAA0618 NUP121 POM121A	5 out of 5	127,720
Q5VU65	NUP210L	3 out of 5	210,605
Q15072	ZNF146 OZF	5 out of 5	33,308
Q8N7R1	POM121L12	2 out of 5	31,848
Q3MJ16	PLA2G4E	5 out of 5	99,190
O60829	PAGE4 GAGEC1 JM27	2 out of 5	11,153
P11940	PABPC1 PAB1 PABP1 PABPC2	5 out of 5	70,671
Q6VY07	PACS1 KIAA1175	5 out of 5	104,898
F5H284	PPIAL4D	3 out of 5	18,167
Q8N7H5	PAF1 PD2	5 out of 5	59,976
Q9ULR5	PAIP2B KIAA1155	4 out of 5	14,237
P05120	SERPINB2 PAI2 PLANH2	5 out of 5	46,596
A0A0B4J2A2	PPIAL4C	2 out of 5	18,156
Q7Z2X4	PID1 NYGGF4 PCLI1 HMFN2073	5 out of 5	28,272
Q9Y6V0	PCLO ACZ KIAA0559	5 out of 5	560,699
Q15154	PCM1	5 out of 5	228,544
Q9NV79	PCMTD2 C20orf36	3 out of 5	41,072
Q8IVA1	PCP2	2 out of 5	14,547
Q15113	PCOLCE PCPE1	5 out of 5	47,972
P42785	PRCP PCP	5 out of 5	55,800
Q9UHG2	PCSK1N	5 out of 5	27,372
Q6UW60	PCSK4 PC4 UNQ2757/PRO6496	5 out of 5	82,795
P29122	PCSK6 PACE4	5 out of 5	106,420
Q8NBP7	PCSK9 NARC1 PSEC0052	5 out of 5	74,286
O00231	PSMD11	5 out of 5	47,464
Q9Y5K3	PCYT1B CCTB	5 out of 5	41,940
A5PKW4	PSD EFA6 EFA6A KIAA2011 PSD1 TYL	5 out of 5	109,543
Q8NDX1	PSD4 EFA6B TIC	5 out of 5	116,249
Q9BUL8	PDCD10 CCM3 TFAR15	5 out of 5	24,702
Q8N4E4	PDCL2	2 out of 5	28,071
Q9H2J4	PDCL3 PhLP2A VIAF1	5 out of 5	27,614
Q14432	PDE3A	5 out of 5	124,979
Q13370	PDE3B	5 out of 5	124,333
Q9HCR9	PDE11A	5 out of 5	104,752
Q07343	PDE4B DPDE4	5 out of 5	83,343
Q08493	PDE4C DPDE1	5 out of 5	79,902
P54750	PDE1A	5 out of 5	61,252
Q08499	PDE4D DPDE3	5 out of 5	91,115
Q14123	PDE1C	5 out of 5	80,760
O76074	PDE5A PDE5	5 out of 5	99,985
O60658	PDE8A	5 out of 5	93,304
P13667	PDIA4 ERP70 ERP72	5 out of 5	72,932
Q14554	PDIA5 PDIR	5 out of 5	59,594
Q9NRA1	PDGFC SCDGF UNQ174/PRO200	5 out of 5	39,029
Q15118	PDK1 PDHK1	5 out of 5	49,244
Q15119	PDK2 PDHK2	5 out of 5	46,154
Q16654	PDK4 PDHK4	5 out of 5	46,469
Q9NUG6	PDRG1 C20orf126 PDRG	2 out of 5	15,511
Q53GG5	PDLIM3 ALP	4 out of 5	39,232
Q6A1A2	PDPK2P PDPK2	4 out of 5	44,765
Q86YL7	PDPN GP36 PSEC0003 PSEC0025	5 out of 5	16,698
Q9NTI5	PDS5B APRIN AS3 KIAA0979	5 out of 5	164,667
Q6P474	PDXDC2P PDXDC2	3 out of 5	51,810
P51665	PSMD7 MOV34L	5 out of 5	37,025
O00233	PSMD9	5 out of 5	24,682
P07988	SFTPB SFTP3	5 out of 5	42,117
O00764	PDXK C21orf124 C21orf97 PKH PNK PRED79	5 out of 5	35,102
Q6PGN9	PSRC1 DDA3 FP3214	5 out of 5	38,796
Q5EBL8	PDZD11 AIPP1 PDZK11 PISP HSPC227 UNQ6486/PRO21335	5 out of 5	16,131
Q15121	PEA15	5 out of 5	15,040
Q8NEN9	PDZD8 PDZK8	5 out of 5	128,563
Q8IXQ8	PDZD9 C16orf65	2 out of 5	29,904
Q9H792	PEAK1 KIAA2002	5 out of 5	193,106
P16284	PECAM1	5 out of 5	82,522
P36955	SERPINF1 PEDF PIG35	5 out of 5	46,312
Q86TG7	PEG10 EDR KIAA1051 MAR2 MART2 MEF3L1 RGAG3	5 out of 5	80,173
P25105	PTAFR PAFR	5 out of 5	39,203
P12955	PEPD PRD	5 out of 5	54,548
Q8NDH3	NPEPL1 KIAA1974	5 out of 5	55,861
P25208	NFYB HAP3	5 out of 5	22,831
P22392	NME2 NM23B	5 out of 5	17,298
Q16617	NKG7 GIG1	3 out of 5	17,665
Q9NPP4	NLRC4 CARD12 CLAN CLAN1 IPAF UNQ6189/PRO20215	5 out of 5	116,159
Q86WI3	NLRC5 NOD27 NOD4	5 out of 5	204,595
Q9UBE8	NLK LAK1	5 out of 5	58,283
Q86U38	NOP9 C14orf21 KIAA2021	3 out of 5	69,438
A1L443	NUTM2F FAM22F	2 out of 5	80,770
Q13253	NOG	5 out of 5	25,774
Q9H649	NSUN3 MSTP077 UG0651E06	5 out of 5	38,244
Q96AB6	NTAN1	5 out of 5	34,677
P60510	PPP4C PPP4 PPX	5 out of 5	35,080
Q8N4L2	PIP4P2 TMEM55A	4 out of 5	28,081
Q6NUP7	PPP4R4 KIAA1622 PP4R4	5 out of 5	99,452
O75170	PPP6R2 KIAA0685 PP6R2 SAPS2	5 out of 5	104,942
P29371	TACR3 NK3R TAC3R	5 out of 5	52,202
Q8N2Q7	NLGN1 KIAA1070	5 out of 5	93,835
Q96D46	NMD3 CGI-07	5 out of 5	57,603
P57740	NUP107	5 out of 5	106,374
Q03181	PPARD NR1C2 PPARB	5 out of 5	49,903
Q9NZJ9	NUDT4 DIPP2 KIAA0487 HDCMB47P	5 out of 5	20,306
Q92621	NUP205 C7orf14 KIAA0225	5 out of 5	227,922
O95989	NUDT3 DIPP DIPP1	5 out of 5	19,471
Q8NFH4	NUP37	5 out of 5	36,708
Q8NG94	OR11H1	3 out of 5	36,578
Q8NH07	OR11H2 C14orf15 OR11H2P	3 out of 5	36,531
Q9UKX7	NUP50 NPAP60L PRO1146	5 out of 5	50,144
Q8NH74	OR10A6	3 out of 5	35,318
Q8NGC8	OR11H7 OR11H7P	4 out of 5	35,499
Q149M9	NWD1	5 out of 5	174,552
Q9Y5P0	OR51B4	3 out of 5	34,912
Q8NH81	OR10G6 OR10G6P	3 out of 5	36,823
P0C628	OR5AC1 OR5AC1P	3 out of 5	34,762
Q8NGS9	OR13C2	3 out of 5	35,694
Q8NGS6	OR13C3	3 out of 5	38,729
Q8NGS5	OR13C4	3 out of 5	35,576
Q8NGC0	OR5AU1	4 out of 5	40,658
Q8NGX2	OR2T35	3 out of 5	36,101
Q8NGX5	OR10K1	3 out of 5	35,079
Q9GZY0	NXF2 TAPL2; NXF2B	5 out of 5	71,627
Q9P2P1	NYNRIN CGIN1 KIAA1305	3 out of 5	208,366
Q8NGY1	OR10Z1	3 out of 5	34,609
Q8NGH9	OR52E4	3 out of 5	35,480
P50897	PPT1 CLN1 PPT	5 out of 5	34,193
Q8NGI0	OR52N2	3 out of 5	35,940
Q9Y6R0	NUMBL	4 out of 5	64,891
Q8NGC1	OR11G2	3 out of 5	38,871
P0DN82	OR12D1 OR12D1P	3 out of 5	35,330
Q9H205	OR2AG1 OR2AG3	4 out of 5	35,270
Q8NGN3	OR10G4	4 out of 5	34,569
Q8NH76	OR56B4	3 out of 5	35,454
Q8NGE2	OR2AP1 OR2AP1P	3 out of 5	34,902
Q7Z3B4	NUP54	5 out of 5	55,435
P0DN81	OR13C7 OR13C7P	3 out of 5	34,899
Q8NGV5	OR13D1	3 out of 5	39,125
Q9H341	OR51M1	4 out of 5	36,669
Q9Y530	OARD1 C6orf130	5 out of 5	17,025
Q9H1B4	NXF5 TAPL1	5 out of 5	45,628
Q8NGA8	OR4F17 OR4F11P OR4F18 OR4F19	3 out of 5	34,212
O60356	NUPR1 COM1	5 out of 5	8,873
O95156	NXPH2 NPH2	3 out of 5	29,938
Q8NGC9	OR11H4	3 out of 5	36,886
O95158	NXPH4 NPH4 UNQ1928/PRO4403	3 out of 5	33,065
Q9H255	OR51E2 PSGR	5 out of 5	35,493
Q8NGA6	OR10H5	3 out of 5	34,900
Q8NGX1	OR2T34	3 out of 5	35,681
Q8NGT0	OR13C9	3 out of 5	35,854
A6NJZ3	OR6C65	3 out of 5	35,198
P37198	NUP62	5 out of 5	53,255
Q969Y0	NXPE3 FAM55C MSTP115 UNQ5791/PRO19596	2 out of 5	63,800
Q86Y26	NUTM1 C15orf55 NUT	5 out of 5	120,314
P58181	OR10A3	3 out of 5	35,535
Q9UGF7	OR12D3	3 out of 5	35,791
Q8NGZ0	OR2AJ1 OR2AJ1P	3 out of 5	37,063
Q9ULI1	NWD2 KIAA1239	2 out of 5	197,466
Q9H340	OR51B6	4 out of 5	35,269
Q9BZD4	NUF2 CDCA1 NUF2R	5 out of 5	54,304
P58417	NXPH1 NPH1 Nbla00697	2 out of 5	31,082
Q8NGC7	OR11H6	4 out of 5	36,788
Q8NGE5	OR10A7	3 out of 5	35,695
B2RN74	OR11H12	3 out of 5	36,530
Q9BXS6	NUSAP1 ANKT BM-037 PRO0310	5 out of 5	49,452
Q8NFH3	NUP43	5 out of 5	42,151
Q8N1F7	NUP93 KIAA0095	5 out of 5	93,488
Q6ZNB6	NFXL1 OZFP	3 out of 5	101,339
Q8WUJ1	CYB5D2	3 out of 5	28,690
Q8WWR8	NEU4 LP5125	5 out of 5	51,572
Q9NQS3	NECTIN3 PRR3 PVRL3	5 out of 5	61,002
Q92982	NINJ1	4 out of 5	16,345
Q5JS37	NHLRC3	3 out of 5	38,283
Q8IVV8	NKAIN4 C20orf58 FAM77A	3 out of 5	23,240
Q6ZUT1	NKAPD1 C11orf57	4 out of 5	34,110
Q5C9Z4	NOM1 C7orf3	5 out of 5	96,257
Q99784	OLFM1 NOE1 NOEL1	5 out of 5	55,343
Q8N0W4	NLGN4X KIAA1260 NLGN4 UNQ365/PRO701	5 out of 5	91,915
Q9UI40	SLC24A2 NCKX2	5 out of 5	73,664
Q8TD19	NEK9 KIAA1995 NEK8 NERCC	5 out of 5	107,168
Q9Y221	NIP7 CGI-37 HSPC031 HSPC180 OK/SW-cl.76 OK/SW-cl.78	5 out of 5	20,463
Q5JPE7	NOMO2	4 out of 5	139,439
P46087	NOP2 NOL1 NSUN1	5 out of 5	89,302
Q9C002	NMES1 C15orf48	3 out of 5	9,617
A8MVU1	NCF1C SH3PXD1C	3 out of 5	41,851
Q9Y2I6	NINL KIAA0980 NLP	5 out of 5	156,344
P07197	NEFM NEF3 NFM	5 out of 5	102,472
O94818	NOL4 NOLP HRIHFB2255	4 out of 5	71,357
Q9Y3C1	NOP16 CGI-117 HSPC111	4 out of 5	21,188
Q8NC60	NOA1 C4orf14	5 out of 5	78,458
Q8NCF5	NFATC2IP NIP45	4 out of 5	45,817
P21452	TACR2 NK2R NKNAR TAC2R	5 out of 5	44,442
P08651	NFIC NFI	5 out of 5	55,675
Q86WB0	ZC3HC1 NIPA HSPC216	5 out of 5	55,262
P18615	NELFE RD RDBP	5 out of 5	43,240
Q9BPW8	NIPSNAP1	2 out of 5	33,310
Q5H8A3	NMS	3 out of 5	17,731
P26718	KLRK1 D12S2489E NKG2D	5 out of 5	25,274
Q14957	GRIN2C NMDAR2C	5 out of 5	134,209
P48681	NES Nbla00170	5 out of 5	177,439
P01138	NGF NGFB	5 out of 5	26,959
Q9NPE2	NGRN FI58G HT020	5 out of 5	32,408
Q5VXU1	NKAIN2 FAM77B TCBA1	4 out of 5	23,831
O15226	NKRF ITBA4 NRF	5 out of 5	77,673
Q9HBL8	NMRAL1 HSCARG	5 out of 5	33,344
O60391	GRIN3B	5 out of 5	112,992
Q9NP64	ZCCHC17 PS1D HSPC243 HSPC251 LDC4	4 out of 5	27,570
P26717	KLRC2 NKG2C	5 out of 5	26,072
Q13823	GNL2 NGP1	5 out of 5	83,655
O15399	GRIN2D GluN2D NMDAR2D	5 out of 5	143,752
P08473	MME EPN	5 out of 5	85,514
P56556	NDUFA6 LYRM6 NADHB14	5 out of 5	15,137
P15531	NME1 NDPKA NM23	5 out of 5	17,149
Q9H9Q4	NHEJ1 XLF	5 out of 5	33,337
Q9HAS0	C17orf75	4 out of 5	44,622
P25103	TACR1 NK1R TAC1R	5 out of 5	46,251
Q8TAT5	NEIL3	5 out of 5	67,769
Q8NFF2	SLC24A4 NCKX4	5 out of 5	69,042
Q9UMX5	NENF CIR2 SPUF	4 out of 5	18,856
Q0D2K0	NIPAL4 ICHN NIPA4	5 out of 5	50,058
Q5SYE7	NHSL1 C6orf63 KIAA1357	3 out of 5	170,668
Q9NVX2	NLE1 HUSSY-07	5 out of 5	53,320
Q9BR09	NEURL2 C20orf163	3 out of 5	31,690
O14745	SLC9A3R1 NHERF NHERF1	5 out of 5	38,868
Q8NC67	NETO2 BTCL2 UNQ1926/PRO4401	4 out of 5	59,393
Q9C056	NKX6-2 GTX NKX6B	5 out of 5	29,263
Q4KMZ8	NKAIN1 FAM77C	3 out of 5	23,552
Q8NCW5	NAXE AIBP APOA1BP YJEFN1	5 out of 5	31,675
P26715	KLRC1 NKG2A	5 out of 5	26,314
O75376	NCOR1 KIAA1047	5 out of 5	270,210
O95631	NTN1 NTN1L	5 out of 5	67,748
O75306	NDUFS2	5 out of 5	52,546
Q8NHV4	NEDD1	5 out of 5	71,966
Q8N323	NXPE1 FAM55A	3 out of 5	63,178
Q5VV67	PPRC1 KIAA0595	5 out of 5	177,544
Q8NGT7	OR2A12 OR2A12P	3 out of 5	35,213
Q8NH08	OR10AC1 OR10AC1P	3 out of 5	35,157
A6NM03	OR2AG2 OR2AG2P	3 out of 5	35,270
Q8TCB6	OR51E1 GPR164 OR51E1P OR52A3P POGR PSGR2	4 out of 5	35,271
A6NHG9	OR5H14	3 out of 5	35,099
Q15070	OXA1L	5 out of 5	48,548
Q96DC9	OTUB2 C14orf137 OTB2 OTU2	5 out of 5	27,213
A6NF01	POM121B	2 out of 5	83,015
Q9BRP4	PAAF1 WDR71	4 out of 5	42,190
Q9UM07	PADI4 PAD4 PADI5 PDI5	5 out of 5	74,079
Q96GU1	PAGE5 GAGEE1	2 out of 5	14,046
Q8IZE3	SCYL3 PACE1	5 out of 5	82,857
Q9BTK6	PAGR1 C16orf53 PA1	5 out of 5	27,716
Q9Y2J8	PADI2 KIAA0994 PAD2 PDI2	5 out of 5	75,564
A6NDB9	PALM3	4 out of 5	71,695
Q9BPZ3	PAIP2 PAIP2A HSPC218	5 out of 5	14,984
Q13177	PAK2	5 out of 5	58,043
Q9GZY1	PBOV1 UROC28	2 out of 5	15,722
E2RYF7	HCG22 G2 PBMUCL2	3 out of 5	26,282
Q9P2E7	PCDH10 KIAA1400	4 out of 5	112,936
Q9NPG4	PCDH12 UNQ395/PRO731	5 out of 5	128,995
Q9Y5I0	PCDHA13 CNRS5	4 out of 5	102,483
Q96QU1	PCDH15 USH1F	5 out of 5	216,069
Q9Y5E5	PCDHB4	4 out of 5	87,270
Q9Y5E4	PCDHB5	4 out of 5	86,423
Q96JQ0	DCHS1 CDH19 CDH25 FIB1 KIAA1773 PCDH16	5 out of 5	346,181
Q9UN66	PCDHB8 PCDH3I	4 out of 5	87,639
Q9HCL0	PCDH18 KIAA1562	4 out of 5	126,149
P05165	PCCA	5 out of 5	80,059
Q8N6Y1	PCDH20 PCDH13	3 out of 5	104,919
Q6V1P9	DCHS2 CDH27 CDHJ PCDH23 PCDHJ	5 out of 5	322,234
