Entry	Gene names
Q9NZ01	TECR GPSN2 SC2
Q2MV58	TCTN1 TECT1 UNQ9369/PRO34160
Q96GX1	TCTN2 C12orf38 TECT2
Q6NUS6	TCTN3 C10orf61 TECT3 PSEC0041 UNQ1881/PRO4324
O75443	TECTA
Q96PL2	TECTB
P42680	TEC PSCTK4
Q86SX3	TEDC1 C14orf80
Q7L2K0	TEDC2 C16orf59
Q5T9Z0	TEDDM1 HE9
Q8IYR6	TMEFF1 C9orf2
Q9UIK5	TMEFF2 HPP1 TENB2 TPEF UNQ178/PRO204
Q96QE5	TEFM C17orf42
Q10587	TEF KIAA1655
Q969V4	TEKT1
Q9UIF3	TEKT2
Q9BXF9	TEKT3
Q8WW24	TEKT4
Q96M29	TEKT5
Q9Y4R8	TELO2 KIAA0683
O15273	TCAP
Q86WV5	TEN1 C17orf106
Q9UKZ4	TENM1 ODZ1 TNM1
Q9NT68	TENM2 KIAA1127 ODZ2 TNM2
Q9P273	TENM3 KIAA1455 ODZ3 TNM3
Q6N022	TENM4 KIAA1302 ODZ4 TNM4
P24821	TNC HXB
Q9UQP3	TNN TNW
Q05066	SRY TDF
P30874	SSTR2
P43307	SSR1 TRAPA PSEC0262
P52823	STC1 STC
Q96SI9	STRBP SPNR
Q9UJZ1	STOML2 SLP2 HSPC108
Q9HAC7	SUGCT C7orf10 DERP13
O00186	STXBP3
Q96HP8	TMEM176A HCA112
P0DP42	TMEM225B
Q8NBL3	TMEM178A TMEM178 PSEC0131 UNQ5926/PRO19820
Q8WV15	TMEM255B FAM70B
Q9Y519	TMEM184B C22orf5 PSEC0108
Q9NYW1	TAS2R9
Q53R12	TM4SF20 UNQ518/PRO994
Q9UQF0	ERVW-1 ERVWE1
Q8IZJ6	TDH SDR14E1P
Q9H147	DNTTIP1 C20orf167 TDIF1
Q5QJE6	DNTTIP2 ERBP TDIF2
Q5VZ19	TDRD10 UNQ9380/PRO34205
Q587J7	TDRD12 ECAT8
B5MCY1	TDRD15
Q9BXT4	TDRD1
Q9H7E2	TDRD3
Q8NAT2	TDRD5 TUDOR3
O60522	TDRD6
Q8NHU6	TDRD7 PCTAIRE2BP
Q8NDG6	TDRD9 C14orf75
Q3Y452	TDRG1
Q9Y2W6	TDRKH TDRD2
Q86YL5	TDRP C8orf42
P04053	DNTT TDT
Q96NR7	WWC2-AS2 C4orf38
Q92558	WASF1 KIAA0269 SCAR1 WAVE1
Q8TCV5	WFDC5 PRG5 WAP1 UNQ3036/PRO9842
Q6PP77	XKRX XKR2 XPLAC XRG2
Q9NQA3	WASH6P CXYorf1 FAM39A
O00401	WASL
Q6ZWC4	
Q9Y4E6	WDR7 KIAA0541 TRAG
O96014	WNT11
Q9Y4P8	WIPI2 CGI-50
Q5GH77	XKR3 XRG3
Q6UX68	XKR5 XRG5 UNQ2754/PRO6493
A4D1P6	WDR91 HSPC049
Q6ZVQ6	
Q9H1J7	WNT5B
Q6ICG8	WBP2NL PAWP
O43592	XPOT
Q9HAD4	WDR41 MSTP048
Q9H1F0	WFDC10A C20orf146 WAP10
P55808	XG PBDX
A6NE52	WDR97 KIAA1875
Q9H1Z4	WDR13
O15213	WDR46 BING4 C6orf11 FP221
Q96MX6	WDR92
P46094	XCR1 CCXCR1 GPR5
Q9UBV4	WNT16
Q8NEX6	WFDC11 WAP11
Q64LD2	WDR25 C14orf67
Q9H1J5	WNT8A WNT8D
O95388	WISP1 CCN4
Q6P4I2	WDR73 HSPC264
Q9UPY5	SLC7A11
Q6VEQ5	WASH2P FAM39B
O14980	XPO1 CRM1
Q9NNW5	WDR6
P04275	VWF F8VWF
Q9Y3S1	WNK2 KIAA1760 PRKWNK2 SDCCAG43 P/OKcl.13
O95785	WIZ ZNF803
Q9H6D3	XKR8 XRG8
O75554	WBP4 FBP21 FNBP21
Q6PJI9	WDR59 KIAA1923 FP977
Q86Y38	XYLT1 XT1
Q8IUA0	WFDC8 C20orf170 WAP8
Q5T750	XP32 C1orf68
Q2TBF2	WSCD2 KIAA0789
P0C1S8	WEE2 WEE1B
Q5JTN6	WDR38
P12956	XRCC6 G22P1
Q8NEZ3	WDR19 IFT144 KIAA1638
Q12768	WASHC5 KIAA0196
Q3MJ13	WDR72
Q9GZL7	WDR12
Q8WWM1	XAGE5 GAGED5
C4AMC7	WASH3P FAM39DP
P98170	XIAP API3 BIRC4 IAP3
Q9Y6F9	WNT6
Q5GH70	XKR9 XRG9
Q9NYS7	WSB2
B2RUY7	VWC2L
Q9NP79	VTA1 C6orf55 HSPC228 My012
Q8IWB7	WDFY1 FENS1 KIAA1435 WDF1 ZFYVE17
Q8WVS4	WDR60
Q96S15	WDR24 C16orf21 JFP7
Q13426	XRCC4
Q8NA23	WDR31
Q1A5X7	WHAMMP3 WHAMML1 WHDC1L1
O00744	WNT10B WNT12
Q2M389	WASHC4 KIAA1033
Q6RFH5	WDR74 NSA1
Q96AJ9	VTI1A
Q96QU8	XPO6 KIAA0370 RANBP20
Q8TF30	WHAMM KIAA1971 WHDC1
O00755	WNT7A
Q96N03	VSTM2L C20orf102
Q8NEX5	WFDC9 WAP9
Q658N2	WSCD1 KIAA0523
Q8WTZ3	
A8K0Z3	WASHC1 FAM39E WASH1
Q8TBZ3	WDR20
Q8IZU2	WDR17
Q9UBH6	XPR1 SYG1 XR
Q96NZ8	WFIKKN1 C16orf12 GASP2 WFIKKN PSEC0040
Q641Q2	WASHC2A FAM21A FAM21B
O76076	WISP2 CCN5 CT58 CTGFL UNQ228/PRO261
Q15061	WDR43 KIAA0007 UTP5
P09544	WNT2 INT1L1 IRP
O95389	WISP3 CCN6 UNQ462/PRO790/PRO956
Q9H967	WDR76
Q9H1B5	XYLT2 XT2 UNQ3058/PRO9878
O00308	WWP2
Q8TEU8	WFIKKN2 GASP1 WFIKKNRP UNQ9235/PRO31996
O75063	FAM20B KIAA0475
Q9BUB7	TMEM70
Q8N7C4	TMEM217 C6orf128
Q9Y2S6	TMA7 CCDC72 HSPC016 HSPC330
P51580	TPMT
P0CI26	TRIM49C TRIM49L2
C9J1S8	TRIM49D1 TRIM49L TRIM49L1; TRIM49D2 TRIM49D2P
O60507	TPST1
Q15035	TRAM2 KIAA0057
Q9C029	TRIM7 GNIP RNF90
Q7Z4K8	TRIM46 TRIFIC
Q14258	TRIM25 EFP RNF147 ZNF147
Q86YW5	TREML1 TLT1 UNQ1825/PRO3438
Q96Q11	TRNT1 CGI-47
Q12816	TRO KIAA1114 MAGED3
O75762	TRPA1 ANKTM1
Q9BVK8	TMEM147
Q9BTX3	TMEM208 HSPC171
Q7Z5M5	TMC3
Q9UHF0	TAC3 NKNB UNQ585/PRO1155
Q9BSA9	TMEM175
Q92545	TMEM131 KIAA0257 RW1
O75069	TMCC2 KIAA0481 hucep-11
Q9BU79	TMEM243 C7orf23
Q4W5P6	TMEM155
Q6PI78	TMEM65
Q7Z6W1	TMCO2
Q96EY4	TMA16 C4orf43
Q86V40	TRABD2A C2orf89 TIKI1
Q8IVF5	TIAM2 KIAA2016 STEF
Q9NX00	TMEM160
O95271	TNKS PARP5A PARPL TIN1 TINF1 TNKS1
Q9P0T7	TMEM9 DERP4 TMEM9A HSPC186 PSEC0012 UNQ631/PRO1248
Q9NWH2	TMEM242 C6orf35 BM-033 HSPC287
Q92973	TNPO1 KPNB2 MIP1 TRN
Q2WGJ8	TMEM249 C8orfK29
Q9BZW4	TM6SF2
Q8TC26	TMEM163
A5PLL7	TMEM189 KUA
Q53FP2	TMEM35A TMEM35
Q9NQ88	TIGAR C12orf5
A8MYB1	TMCO5B
Q9BZW5	TM6SF1
Q9BVT8	TMUB1 C7orf21 DULP HOPS SB144 UNQ763/PRO1555
Q6ZXV5	TMTC3
Q9NR96	TLR9 UNQ5798/PRO19605
A6NGB7	TMEM221
Q9NZQ9	TMOD4
P25325	MPST TST2
Q9H2L4	TMEM60 C7orf35 DC32
Q8N394	TMTC2
Q8N6Q1	TMCO5A TMCO5
Q92544	TM9SF4 KIAA0255 TUCAP1
Q8TB96	ITFG1 LNKN-1 TIP CDA08
Q8N616	LINC00311 NCRNA00311 TMEM148
P35625	TIMP3
O14669	PRRG2 PRGP2 TMG2
Q9H6L2	TMEM231 UNQ870/PRO1886
Q9P0N5	TMEM216 HSPC244
A0A1W2PR48	TLE7
P48788	TNNI2
Q7Z404	TMC4
Q0VDI3	TMEM267 C5orf28
P19429	TNNI3 TNNC1
Q17RP2	TIGD6
Q9Y3B3	TMED7 CGI-109
Q9NWC5	TMEM45A DERP7 DNAPTP4
P19237	TNNI1
Q66K66	TMEM198
P01266	TG
Q6UWJ1	TMCO3 C13orf11 UNQ2419/PRO4976
Q9UKI8	TLK1 KIAA0137
O15164	TRIM24 RNF82 TIF1 TIF1A
O60235	TMPRSS11D HAT
Q96GM8	TOE1
A0A5B9	TRBC2 TCRBC2
Q9UKU6	TRHDE UNQ2507/PRO5995
Q96RU7	TRIB3 C20orf97 NIPK SKIP3 TRB3
Q8IZ69	TRMT2A HTF9C
Q9H8W5	TRIM45 RNF99
P0CF51	TRGC1
Q96B42	TMEM18
Q13009	TIAM1
Q9UK28	TMEM59L BSMAP C19orf4
Q3KNT9	TMEM95 UNQ9390/PRO34281
Q9H813	TMEM206 C1orf75
Q9P0S9	TMEM14C C6orf53 HSPC194
P04216	THY1
Q86UU9	TAC4
O15393	TMPRSS2 PRSS10
Q9NRS4	TMPRSS4 TMPRSS3 UNQ776/PRO1570
Q9NWD8	TMEM248 C7orf42
Q96KP6	TNIP3 ABIN3 LIND
Q9HC07	TMEM165 TPARL
O43615	TIMM44 MIMT44 TIM44
Q96CG3	TIFA T2BP
Q6UXF1	TMEM108 KIAA1690 RTLN UNQ1875/PRO4318
O94876	TMCC1 KIAA0779
Q9Y275	TNFSF13B BAFF BLYS TALL1 TNFSF20 ZTNF4 UNQ401/PRO738
Q86YD3	TMEM25 UNQ2531/PRO6030
P62072	TIMM10 TIM10
Q9H0R3	TMEM222 C1orf160
Q9BVC6	TMEM109
Q59H18	TNNI3K CARK
Q9Y2Y6	TMEM98 UNQ536/PRO1079
Q8N816	TMEM99
Q9NYL9	TMOD3
Q08629	SPOCK1 SPOCK TIC1 TICN1
Q6P9G4	TMEM154
A2RUT3	TMEM89
Q92563	SPOCK2 KIAA0275 TICN2 UNQ269/PRO306
P50591	TNFSF10 APO2L TRAIL
Q9BV44	THUMPD3
Q96MV1	TMEM56
Q9H1E5	TMX4 KIAA1162 TXNDC13 PSEC0095 UNQ475/PRO938
Q9HCN3	TMEM8A PGAP6 TMEM6 TMEM8
A0A087WTH1	TMEM265
Q63HR2	TNS2 KIAA1075 TENC1
B4DJY2	TMEM233 IFITMD2
A6NGA9	TMEM202
Q9H6X4	TMEM134
Q9HCN2	TP53AIP1
P29144	TPP2
O14545	TRAFD1 FLN29
O60296	TRAK2 ALS2CR3 KIAA0549
Q96PN7	TRERF1 BCAR2 RAPA TREP132
Q9C026	TRIM9 KIAA0282 RNF91
Q8N9V2	TRIML1 RNF209
Q9C037	TRIM4 RNF87
Q9BSJ1	TRIM51 SPRYD5
A6NK02	TRIM75P TRIM75
Q96RU8	TRIB1 C8FW GIG2 TRB1
O94972	TRIM37 KIAA0898 MUL POB1
Q9HCM9	TRIM39 RNF23 TFP
Q9UNG2	TNFSF18 AITRL GITRL TL6 UNQ149/PRO175
Q92956	TNFRSF14 HVEA HVEM UNQ329/PRO509
O75865	TRAPPC6A HSPC289
Q9UPQ9	TNRC6B KIAA1093
Q6ICL3	TANGO2 C22orf25
O14773	TPP1 CLN2 GIG1 UNQ267/PRO304
O00300	TNFRSF11B OCIF OPG
Q7Z392	TRAPPC11 C4orf41
O75962	TRIO
Q629K1	TRIQK C8orf83
Q9UET6	FTSJ1 JM23
O43617	TRAPPC3 BET3 CDABP0066
A6NI03	TRIM64B
Q9H4I3	TRABD TTG2 PP2447
Q9C030	TRIM6 RNF89
Q5EBN2	TRIM61 RNF35
Q9NXH9	TRMT1
A6NGJ6	TRIM64 C11orf28
Q96GJ1	TRMT2B CXorf34
P0CI25	TRIM49 RNF18
Q9BRZ2	TRIM56 RNF109
Q96H15	TIMD4 TIM4
Q86SZ2	TRAPPC6B
Q13641	TPBG 5T4
P01850	TRBC1
Q9BVS5	TRMT61B
Q969Q1	TRIM63 IRF MURF1 RNF28 SMRZ
P02788	LTF GIG12 LF
Q12899	TRIM26 RNF95 ZNF173
Q15654	TRIP6 OIP1
P14373	TRIM27 RFP RNF76
Q14134	TRIM29 ATDC
Q4V9L6	TMEM119 PSEC0199 UNQ731/PRO1415
P11388	TOP2A TOP2
P19438	TNFRSF1A TNFAR TNFR1
P59282	TPPP2 C14orf8
P40225	THPO MGDF
O14763	TNFRSF10B DR5 KILLER TRAILR2 TRICK2 ZTNFR9 UNQ160/PRO186
P02787	TF PRO1400
Q8WV44	TRIM41 RINCK
O15344	MID1 FXY RNF59 TRIM18 XPRF
Q9NP99	TREM1
O75382	TRIM3 BERP RNF22 RNF97
O60858	TRIM13 LEU5 RFP2 RNF77
P0C7T8	TMEM253 C14orf176 C14orf95
Q9Y6Q6	TNFRSF11A RANK
Q6UXN7	TOMM20L UNQ9438/PRO34772
Q86UE8	TLK2
Q8NDY8	TMEM52 UNQ3048/PRO9864
Q8N7U7	TPRX1
Q12931	TRAP1 HSP75
Q15628	TRADD
Q92519	TRIB2 TRB2
O14717	TRDMT1 DNMT2
Q9BZS9	PNAS-138
Q8N814	
Q71RG6	FP248
A8MV72	
A8MXQ7	
Q6ZSV7	
Q6ZS52	
O95619	YEATS4 GAS41
A4D1N5	
Q9UI72	PRO0255
A6NLC8	
Q6ZRP5	
Q8N1X5	
Q6UWF5	UNQ5815/PRO19632
Q2TAL6	VWC2 UNQ739/PRO1434
Q9UHT4	PRO1854
Q8NBF4	
Q8N976	
Q8IW50	FAM219A C9orf25
Q7Z5A8	FAM19A3 TAFA3
P57679	EVC
Q6ZT52	FAM43B
Q06265	EXOSC9 PMSCL1
Q9H0Q0	FAM49A
Q9NVL1	FAM86C1 FAM86C
Q01469	FABP5
Q9UK73	FEM1B F1AA KIAA0396
Q96RJ6	FERD3L BHLHA31 NATO3 NTWIST
Q99689	FEZ1
Q9H479	FN3K
Q8N3X1	FNBP4 FBP30 KIAA1014
Q5H8C1	FREM1 C9orf143 C9orf145 C9orf154
A6PVY3	FAM177B
Q6UWF9	FAM180A UNQ1940/PRO4423
P0C875	FAM228B
Q8N5W8	FAM24B
Q5T0W9	FAM83B C6orf143
P02765	AHSG FETUA PRO2743
O14842	FFAR1 GPR40
Q5TD97	FHL5 ACT
Q9Y3D6	FIS1 TTC11 CGI-135
Q96SL8	FIZ1 ZNF798
A1L4K1	FSD2 SPRYD1
Q53EP0	FNDC3B FAD104 NS5ABP37 UNQ2421/PRO4979/PRO34274
Q9H6D8	FNDC4 FRCP1 UNQ6389/PRO21134
Q5T319	FAM182B
P16118	PFKFB1 F6PK PFRX
Q9NZY2	FAM30A C14orf110 KIAA0125 HSPC053
P03951	F11
Q658T7	FAM90A2P
Q14320	FAM50A DXS9928E HXC26 XAP5
Q6P3S6	FBXO42 FBX42 JFK KIAA1332
O15552	FFAR2 FFA2 GPCR43 GPR43
B1AJZ9	FHAD1 KIAA1937
Q9Y613	FHOD1 FHOS FHOS1
Q4ZHG4	FNDC1 FNDC2 KIAA1866 MEL4B3
Q14CM0	FRMPD4 KIAA0316 PDZD10 PDZK10
Q8TBP5	FAM174A NS5ATP6 TMEM157 UNQ1912/PRO4371
Q5VWN6	FAM208B C10orf18 KIAA2006
Q86V42	FAM124A
Q8NHP7	EXD1 EXDL1
A6NMN3	FAM170B C10orf73
Q92567	FAM168A KIAA0280 TCRP1
P22794	EVI2A EVDA EVI2
Q8IYM0	FAM186B C12orf25
Q8NA97	FER1L6-AS1 C8orf54
Q8TBJ5	FEZF2 FEZL ZNF312 FKSG36
Q9BXU8	FTHL17
P0C7X4	FTH1P19 FTHL19
Q2V2M9	FHOD3 FHOS2 KIAA1695
O14926	FSCN2
Q9NQT6	FSCN3
P15408	FOSL2 FRA2
Q96IV6	FAXDC2 C5orf4
O75084	FZD7
Q8NGA4	GPR32P1
Q8N475	FSTL5 KIAA1263
Q9UKT6	FBXL21 FBL21 FBL3 FBXL3B FBXL3P
O60861	GAS7 KIAA0394
P24522	GADD45A DDIT1 GADD45
P58550	FXYD6P3 FXYD8
Q8IVP5	FUNDC1
P62684	HERVK_113
P19526	FUT1 H HSC
Q12841	FSTL1 FRP
Q86XJ1	GAS2L3
O14976	GAK
Q8N292	GAPT C5orf29
Q9H0R6	QRSL1
Q13065	GAGE1
Q99501	GAS2L1 GAR22
Q96A11	GAL3ST3
P23769	GATA2
P34059	GALNS
O14556	GAPDHS GAPD2 GAPDH2 GAPDS HSD-35 HSD35
Q96RP7	GAL3ST4 PP6968
Q96AE4	FUBP1
P51116	FXR2 FMR1L2
Q14393	GAS6 AXLLG
Q9BQS8	FYCO1 ZFYVE7
P63145	ERVK-24
A0A0B4J2D5	GATD3B HES1 KNPI
Q9NP62	GCM1 GCMA
Q9NZC3	GDE1 MIR16
P18505	GABRB1
P23434	GCSH
Q9UK08	GNG8 GNG9 GNGT9
P32239	CCKBR CCKRB
P55040	GEM KIR
O14610	GNGT2 GNG8 GNG9 GNGT8
A6NGK3	GAGE10
Q4V321	GAGE13 GAGE12A
P16383	GCFC2 C2orf3 GCF TCF9
Q5JY77	GPRASP1 GASP KIAA0443
Q14549	GBX1
Q9BWX5	GATA5
P15976	GATA1 ERYF1 GF1
P50395	GDI2 RABGDIB
Q68DA7	FMN1 FMN LD
Q8IXR5	FAM178B HSPC234
P0C7X0	FAM90A24P FAM90A24
D6RGX4	FAM90A26 FAM90A26P
Q5RKV6	EXOSC6 MTR3
Q9H4H8	FAM83D C20orf129
O00471	EXOC5 SEC10 SEC10L1
Q96BN6	FAM149B1 KIAA0974
Q8NFI4	ST13P5 FAM10A5
Q70Z53	FRA10AC1 C10orf4 PRO2972
Q4VXF1	FAM74A3
A6NL05	FAM74A7
Q9NV70	EXOC1 SEC3 SEC3L1 BM-012
P23610	F8A1 F8A; F8A2 F8A; F8A3 F8A
Q96A65	EXOC4 KIAA1699 SEC8 SEC8L1
Q96C01	FAM136A
O75949	FAM155B TED TMEM28
Q86VI1	EXOC3L1 EXOC3L
Q17R55	FAM187B TMEM162
Q8IVF7	FMNL3 FHOD3 FRL2 KIAA2014 WBP3
A6H8Z2	FAM221B C9orf128
Q9UFP1	FAM198A C3orf41
Q6P0A1	FAM180B
P0C841	FAM66E
A6NC97	FAM172BP FAM172B
Q6P4H8	FAM173B
Q8N128	FAM177A1 C14orf24
Q96E09	FAM122A C9orf42
Q15884	FAM189A2 C9orf61 X123
A0A1B0GVK7	FAM240A
Q9Y2D4	EXOC6B KIAA0919 SEC15B SEC15L2
P0C866	LINC00869 FAM91A2 KIAA0493
P12259	F5
P15036	ETS2
Q86V87	FAM160B2 RAI16 FP13191
Q13868	EXOSC2 RRP4
P78312	FAM193A C4orf8 RES4-22
Q71RH2	FAM57B FP1188
P0C7Q3	FAM58BP FAM58B
Q8TC76	FAM110B C8orf72
Q5W0V3	FAM160B1 KIAA1600
P0CG43	FAM157C
Q49AJ0	FAM135B C8orfK32
Q05DH4	FAM160A1
O95466	FMNL1 C17orf1 C17orf1B FMNL FRL1
Q96GL9	FAM163A C1orf76 NDSP
Q658Y4	FAM91A1
O43909	EXTL3 EXTL1L EXTR1 KIAA0519
Q6NXP2	FAM71F2 FAM137B
B1ANY3	FAM220BP C9orf51
Q8NEV8	EXPH5 KIAA0624 SLAC2B
Q96KT0	FAM167A-AS1 C8orf12
Q96M60	FAM227B C15orf33
P08709	F7
C9JC47	FAM157A
P0CG42	FAM157B
Q9NZB2	FAM120A C9orf10 KIAA0183 OSSA
P00488	F13A1 F13A
Q5T6X4	FAM162B C6orf189
Q7Z309	FAM122B
Q9UQ84	EXO1 EXOI HEX1
Q16394	EXT1
Q3ZCQ3	FAM174B
P15311	EZR VIL2
P0DMU5	FAM231C
Q6P995	FAM171B KIAA1946 NPD019
A2RU67	FAM234B KIAA1467
Q8TC56	FAM71B HSD-51 HSD51
A6ND36	FAM83G PAWS1
Q6ZRV2	FAM83H
Q5HYJ3	FAM76B
P00451	F8 F8C
P51161	FABP6 ILBP ILLBP
Q9UBQ6	EXTL2 EXTR2
Q8NB25	FAM184A C6orf60
Q96AQ9	FAM131C C1orf117
P00740	F9
Q5TYM5	FAM72A UGENE
Q6ZV65	FAM47E
Q9Y247	FAM50B X5L
Q5T9C2	FAM102A C9orf132 EEIG1
Q9Y3B2	EXOSC1 CSL4 CGI-108
O95990	FAM107A DRR1 TU3A
Q8IWN6	FAM223A CXorf52 LINC00204A NCRNA00204
Q6ZTR7	FAM92B
Q7L5A3	FAM214B KIAA1539
Q15024	EXOSC7 KIAA0116 RRP42
P0CF97	FAM200B C4orf53
A6NE01	FAM186A
Q2M2I3	FAM83E
Q8IXL6	FAM20C DMP4
P07148	FABP1 FABPL
P41161	ETV5 ERM
Q9NZ56	FMN2
Q96EK7	FAM120B CCPG KIAA1838
P50549	ETV1 ER81
O00321	ETV2 ER71 ETSRP71
A6NL82	FAM183A
P05413	FABP3 FABP11 MDGI
Q92800	EZH1 KIAA0388
P81408	FAM189B C1orf2 COTE1
Q96ND0	FAM210A C18orf19
Q8NCA5	FAM98A
Q99518	FMO2
Q96KS9	FAM167A C8orf13
Q5VUD6	FAM69B C9orf136 PP6977
Q8TCE6	FAM45A
Q99504	EYA3
Q8NDB6	FAM156A TMEM29 PP12994 PRO0659; FAM156B TMEM29B
Q3B820	FAM161A
P05160	F13B
Q92935	EXTL1 EXTL
Q5JX71	FAM209A C20orf106
Q6J272	FAM166A HSD46
Q8TBR7	FAM57A
Q8IXS8	FAM126B
Q5RGS3	FAM74A1
Q6ZVS7	FAM183BP FAM183B THEG6
P31512	FMO4 FMO2
Q99502	EYA1
Q8WUF8	FAM172A C5orf21
Q4KMX7	FAM106A
A6NE21	FAM90A18P FAM90A18; FAM90A19P FAM90A19
P0C2L3	FAM163B C9orf166
P58658	EVA1C C21orf63 C21orf64 FAM176C PRED34 UNQ2504/PRO5993
Q7L5A8	FA2H FAAH
Q96LP2	FAM81B
Q86UY5	FAM83A TSGP
Q96B26	EXOSC8 OIP2 RRP43
Q8N8A8	FAM169B KIAA0888L
Q9P2D6	FAM135A KIAA1411
Q9H098	FAM107B C10orf45
Q5U5X8	FAM222A C12orf34
Q9BQ89	FAM110A C20orf55 F10
Q8N0U4	FAM185A
P00748	F12
Q8WU58	FAM222B C17orf63
Q6UXP7	FAM151B UNQ9217/PRO28685
Q4G0N7	FAM229B C6orf225
Q8TBF8	FAM81A
Q9H0X4	FAM234A C16orf9 ITFG3
O60825	PFKFB2
Q03591	CFHR1 CFHL CFHL1 CFHL1P CFHR1P FHR1 HFL1 HFL2
Q16658	FSCN1 FAN1 HSN SNL
Q9NWM8	FKBP14 FKBP22 UNQ322/PRO381
Q9H9S5	FKRP
O75072	FKTN FCMD
E5RQL4	FTCDNL1 FONG
P98177	FOXO4 AFX AFX1 MLLT7
Q96AY3	FKBP10 FKBP65 PSEC0056
Q9BXM9	FSD1L CCDC10 CSDUFD1 FSD1CL FSD1NL
Q96HJ9	FMC1 C7orf55 HSPC268
F2Z333	FNDC10 C1orf233
Q9Y2H6	FNDC3A FNDC3 HUGO KIAA0970
P49354	FNTA
O75474	FRAT2
A2A2Y4	FRMD3 EPB41L4O
P41439	FOLR3
A8MTJ6	FOXI3
Q9UJU5	FOXD3 HFH2
Q9BXR6	CFHR5 CFHL5 FHR5
Q8NFG4	FLCN BHD
P32314	FOXN2 HTLF
Q6ZNA5	FRRS1 SDFR2 SDR2
Q6PIV2	FOXR1 FOXN5 DLNB13
Q64ET8	FRG2 FRG2A
Q9P2Q2	FRMD4A FRMD4 KIAA1294
P58012	FOXL2
P49356	FNTB
P14324	FDPS FPS KIAA1293
O43524	FOXO3 FKHRL1 FOXO3A
Q9Y2L6	FRMD4B GRSP1 KIAA1013
O15353	FOXN1 RONU WHN
Q9H334	FOXP1 HSPC215
Q96NE9	FRMD6 C14orf31
P53539	FOSB G0S3
Q08050	FOXM1 FKHL16 HFH11 MPP2 WIN
P49789	FHIT
Q9BVV2	FNDC11 C20orf195
P15328	FOLR1 FOLR
Q99958	FOXC2 FKHL14 MFH1
O95876	WDPCP BBS15 C2orf86 FRITZ
Q01543	FLI1
Q8NAU1	FNDC5 FRCP2
Q9P0K9	FRRS1L C9orf4
Q9P278	FNIP2 FNIPL KIAA1450 MAPO1
Q96QU4	FRG2B
O95684	FGFR1OP FOP
O14772	FPGT GFPP
Q5H9T9	FSCB C14orf155
Q9UIM3	FKBPL DIR1 NG7
P14207	FOLR2
P01100	FOS G0S7
A6NGY1	FRG2C
Q2WGJ9	FER1L6 C8orfK23
Q6IN97	FRMPD2B FRMPD2L1 FRMPD2L2 FRMPD2P1 FRMPD2P2 PDZD5A PDZD5B PDZK5A PDZK5B
Q5CZC0	FSIP2
P0C091	FREM3
P02792	FTL
Q96M96	FGD4 FRABP ZFYVE6
Q5SZK8	FREM2
Q12948	FOXC1 FKHL7 FREAC3
Q12950	FOXD4 FKHL9 FOXD4A FREAC5
O00358	FOXE1 FKHL15 FOXE2 TITF2 TTF2
A6NKX1	FAM223B CXorf52B LINC00204B
Q96D05	FAM241B C10orf35
P0DPQ4	FAM243B
O00757	FBP2
Q9BQN1	FAM83C C20orf128
Q8IXS0	FAM217A C6orf146
Q5JRC9	FAM47A
O94915	FRYL AF4P12 KIAA0826
Q8N6M3	FITM2 C20orf142 FIT2
Q9NYL4	FKBP11 FKBP19 UNQ336/PRO535
P55318	FOXA3 HNF3G TCF3G
Q5JSP0	FGD3 ZFYVE5
A0AVI2	FER1L5
Q5VYV0	FOXB2
Q6ZQN5	FOXI2
P42685	FRK PTK5 RAK
Q12952	FOXL1 FKHL11 FREAC7
Q68DX3	FRMPD2 PDZD5C PDZK4 PDZK5C
Q13461	FOXE3 FKHL12 FREAC8
Q12946	FOXF1 FKHL5 FREAC1
Q92949	FOXJ1 FKHL13 HFH4
Q9P0K8	FOXJ2 FHX
Q12947	FOXF2 FKHL6 FREAC2
Q8NA03	FSIP1 HSD10
P55316	FOXG1 FKH2 FKHL1 FKHL2 FKHL3 FKHL4 FOXG1A FOXG1B FOXG1C
Q9UPW0	FOXJ3 KIAA1041
Q9Y261	FOXA2 HNF3B TCF3B
Q8IVH2	FOXP4 FKHLA
Q99853	FOXB1 FKH5
Q12951	FOXI1 FKHL10 FREAC6
Q16595	FXN FRDA X25
O43559	FRS3
Q92837	FRAT1
Q5SYB0	FRMPD1 FRMD2 KIAA0967
Q8N0W3	FUK
P59646	FXYD4 UNQ526/PRO1069
Q8TC99	FNDC8
O75593	FOXH1 FAST1 FAST2
P85037	FOXK1 MNF
A8MYZ6	FOXO6
Q8TBE3	FNDC9 C5orf40
Q6ZUT3	FRMD7
Q04609	FOLH1 FOLH NAALAD1 PSM PSMA GIG27
P25089	FPR3 FPRH1 FPRL2
O60548	FOXD2 FKHL17 FREAC9
P04406	GAPDH GAPD CDABP0047 OK/SW-cl.12
Q5VTL7	FNDC7
Q9BZ67	FRMD8 FKSG44
Q96NB1	FOPNL C16orf63 FOR20 PHSECRG2
Q13467	FZD5 C2orf31
Q9Y2I7	PIKFYVE KIAA0981 PIP5K3
P01358	
Q8WWW8	GAB3
Q9YNA8	ERVK-19
Q8N1E6	FBXL14 FBL14
O95866	MPIG6B C6orf25 G6B G6B-B
Q9H469	FBXL15 FBXO37
Q5VV16	FOXD4L5
Q14376	GALE
Q9ULV1	FZD4
Q9UF56	FBXL17 FBL17 FBX13 FBXO13
Q5VVW2	GARNL3
